EGL_Thickness,Res_RTBRSB,,ste
1e-08,NaN,NaN
6e-08,NaN,NaN
1.1e-07,NaN,NaN
1.6e-07,NaN,NaN
2.1e-07,NaN,NaN
2.6e-07,NaN,NaN
3.1e-07,NaN,NaN
3.6e-07,NaN,NaN
4.1e-07,NaN,NaN
4.6e-07,NaN,NaN
5.1e-07,NaN,NaN
5.6e-07,NaN,NaN
6.1e-07,NaN,NaN
6.6e-07,NaN,NaN
7.1e-07,NaN,NaN
7.6e-07,NaN,NaN
8.1e-07,NaN,NaN
8.6e-07,NaN,NaN
9.1e-07,NaN,NaN
9.6e-07,NaN,NaN
1.01e-06,NaN,NaN
